,USDA Symbol,URLS,COUNT,Source,Scientific Name,Common Name,String
833,TIAM,"https://arcadianatives.com/, https://archewild.com/, http://foxhillgardens.com, https://www.ginosnursery.com/, https://www.growildinc.com, https://www.heartwoodnurseryinc.com, http://www.hungryhookfarm.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/, http://www.superiortrees.net",10,"Arcadia Natives Washington, Archewild Quakertown, Fox Hill Gardens, Gino's Newtown, GroWild, Heartwood Felton, Hungry Hook Bainbridge, Overhill Gardens, Redbud Media, Superior Trees",Tilia americana,American Basswood,"American Basswood (Tilia americana): Arcadia Natives Washington, Archewild Quakertown, Fox Hill Gardens, Gino's Newtown, GroWild, Heartwood Felton, Hungry Hook Bainbridge, Overhill Gardens, Redbud Media, Superior Trees"
834,TICO,"https://archewild.com/, https://bbgardens.org/, https://bhwp.org/grow/native-plant-nursery/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://www.diakon.org/wilderness-greenhouse/, http://foxhillgardens.com, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.growildinc.com, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/, https://www.taitfarmfoodslocal.com",13,"Archewild Quakertown, Birmingham Botanical Gardens, Bowman's New Hope, David Brothers Norristown, Diakon Boiling Springs, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Keystone Robesonia, Overhill Gardens, Redbud Media, Tait Farm",Tiarella cordifolia,Heartleaf Foamflower,"Heartleaf Foamflower (Tiarella cordifolia): Archewild Quakertown, Birmingham Botanical Gardens, Bowman's New Hope, David Brothers Norristown, Diakon Boiling Springs, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Keystone Robesonia, Overhill Gardens, Redbud Media, Tait Farm"
835,TOTA,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",2,"GroWild, Overhill Gardens",Torreya taxifolia,Florida Nutmeg,"Florida Nutmeg (Torreya taxifolia): GroWild, Overhill Gardens"
836,TRBO2,http://foxhillgardens.com,1,Fox Hill Gardens,Trientalis borealis,Starflower,Starflower (Trientalis borealis): Fox Hill Gardens
837,TRBR5,https://www.taitfarmfoodslocal.com,1,Tait Farm,Trichostema brachiatum,Fluxweed,Fluxweed (Trichostema brachiatum): Tait Farm
838,TRDA3,"http://www.hungryhookfarm.com/, http://ruffnermountain.org/",2,"Hungry Hook Bainbridge, Ruffner Mountain Nature Preserve",Tripsacum dactyloides,Eastern Gamagrass,"Eastern Gamagrass (Tripsacum dactyloides): Hungry Hook Bainbridge, Ruffner Mountain Nature Preserve"
839,TRDI2,"http://www.hungryhookfarm.com/, https://www.taitfarmfoodslocal.com",2,"Hungry Hook Bainbridge, Tait Farm",Trichostema dichotomum,Forked Bluecurls,"Forked Bluecurls (Trichostema dichotomum): Hungry Hook Bainbridge, Tait Farm"
840,TRER3,"http://foxhillgardens.com, https://www.ginosnursery.com/, https://hilltophollowfarm.com/, https://redbudnative.com/",4,"Fox Hill Gardens, Gino's Newtown, Hilltop Hollow Farm, Redbud Media",Trillium erectum,Red Trillium,"Red Trillium (Trillium erectum): Fox Hill Gardens, Gino's Newtown, Hilltop Hollow Farm, Redbud Media"
841,TRFL2,"https://archewild.com/, https://edgeofthewoodsnursery.com/, http://www.hungryhookfarm.com/, http://www.superiortrees.net",4,"Archewild Quakertown, Edge of the Woods Orefield, Hungry Hook Bainbridge, Superior Trees",Tridens flavus,Purpletop Tridens,"Purpletop Tridens (Tridens flavus): Archewild Quakertown, Edge of the Woods Orefield, Hungry Hook Bainbridge, Superior Trees"
842,TRFL6,https://redbudnative.com/,1,Redbud Media,Trillium flexipes,Nodding Wakerobin,Nodding Wakerobin (Trillium flexipes): Redbud Media
843,TRGR4,"https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://www.diakon.org/wilderness-greenhouse/, http://foxhillgardens.com, https://www.ginosnursery.com/, https://www.growildinc.com, https://hilltophollowfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/",9,"David Brothers Norristown, Diakon Boiling Springs, Fox Hill Gardens, Gino's Newtown, GroWild, Hilltop Hollow Farm, Keystone Robesonia, Overhill Gardens, Redbud Media",Trillium grandiflorum,White Trillium,"White Trillium (Trillium grandiflorum): David Brothers Norristown, Diakon Boiling Springs, Fox Hill Gardens, Gino's Newtown, GroWild, Hilltop Hollow Farm, Keystone Robesonia, Overhill Gardens, Redbud Media"
844,TRLU3,"http://foxhillgardens.com, https://www.ginosnursery.com/, https://www.keystonewildflowers.com/",3,"Fox Hill Gardens, Gino's Newtown, Keystone Robesonia",Trillium luteum,Yellow Wakerobin,"Yellow Wakerobin (Trillium luteum): Fox Hill Gardens, Gino's Newtown, Keystone Robesonia"
845,TROC,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",2,"GroWild, Overhill Gardens",Tradescantia occidentalis,Prairie Spiderwort,"Prairie Spiderwort (Tradescantia occidentalis): GroWild, Overhill Gardens"
846,TROH,"https://bhwp.org/grow/native-plant-nursery/, https://www.diakon.org/wilderness-greenhouse/, https://www.ginosnursery.com/, https://www.growildinc.com, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/",7,"Bowman's New Hope, Diakon Boiling Springs, Gino's Newtown, GroWild, Keystone Robesonia, Overhill Gardens, Redbud Media",Tradescantia ohiensis,Bluejacket,"Bluejacket (Tradescantia ohiensis): Bowman's New Hope, Diakon Boiling Springs, Gino's Newtown, GroWild, Keystone Robesonia, Overhill Gardens, Redbud Media"
847,TRRE5,https://www.ginosnursery.com/,1,Gino's Newtown,Trillium recurvatum,Bloody Butcher,Bloody Butcher (Trillium recurvatum): Gino's Newtown
848,TRSE2,"http://foxhillgardens.com, https://www.ginosnursery.com/",2,"Fox Hill Gardens, Gino's Newtown",Trillium sessile,Toadsheet,"Toadsheet (Trillium sessile): Fox Hill Gardens, Gino's Newtown"
849,TRSU2,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",2,"GroWild, Overhill Gardens",Tradescantia subaspera,Zigzag Spiderwort,"Zigzag Spiderwort (Tradescantia subaspera): GroWild, Overhill Gardens"
850,TRVI,"https://calyxnativenursery.com/, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.northbrooknatives.com/, https://www.overhillgardens.com/native-plants.html, https://redbudnative.com/",8,"Calyx Native Nursery, Friendship Farms Latrobe, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Northbrook Natives Kennet Square, Overhill Gardens, Redbud Media",Tradescantia virginiana,Virginia Spiderwort,"Virginia Spiderwort (Tradescantia virginiana): Calyx Native Nursery, Friendship Farms Latrobe, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Northbrook Natives Kennet Square, Overhill Gardens, Redbud Media"
851,TSCA,"http://foxhillgardens.com, https://www.ginosnursery.com/, https://www.growildinc.com, https://www.heartwoodnurseryinc.com, https://www.musserforests.com/, https://www.overhillgardens.com/native-plants.html, http://www.perennialgardens.name",7,"Fox Hill Gardens, Gino's Newtown, GroWild, Heartwood Felton, Musser Forests Indiana, Overhill Gardens, Perennial Gardens New Bloomfield",Tsuga canadensis,Eastern Hemlock,"Eastern Hemlock (Tsuga canadensis): Fox Hill Gardens, Gino's Newtown, GroWild, Heartwood Felton, Musser Forests Indiana, Overhill Gardens, Perennial Gardens New Bloomfield"
852,TYLA,https://redbudnative.com/,1,Redbud Media,Typha latifolia,Broadleaf Cattail,Broadleaf Cattail (Typha latifolia): Redbud Media
853,ULAL,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html, http://www.superiortrees.net",3,"GroWild, Overhill Gardens, Superior Trees",Ulmus alata,Winged Elm,"Winged Elm (Ulmus alata): GroWild, Overhill Gardens, Superior Trees"
854,ULAM,"https://archewild.com/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://edgeofthewoodsnursery.com/, https://www.ginosnursery.com/, https://www.gonativetrees.com/, https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html, http://www.superiortrees.net",8,"Archewild Quakertown, David Brothers Norristown, Edge of the Woods Orefield, Gino's Newtown, Go Native Trees, GroWild, Overhill Gardens, Superior Trees",Ulmus americana,American Elm,"American Elm (Ulmus americana): Archewild Quakertown, David Brothers Norristown, Edge of the Woods Orefield, Gino's Newtown, Go Native Trees, GroWild, Overhill Gardens, Superior Trees"
855,ULRU,"https://archewild.com/, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.gonativetrees.com/",3,"Archewild Quakertown, Friendship Farms Latrobe, Go Native Trees",Ulmus rubra,Slippery Elm,"Slippery Elm (Ulmus rubra): Archewild Quakertown, Friendship Farms Latrobe, Go Native Trees"
856,UVGR,"http://foxhillgardens.com, https://www.ginosnursery.com/, https://www.keystonewildflowers.com/, https://redbudnative.com/",4,"Fox Hill Gardens, Gino's Newtown, Keystone Robesonia, Redbud Media",Uvularia grandiflora,Largeflower Bellwort,"Largeflower Bellwort (Uvularia grandiflora): Fox Hill Gardens, Gino's Newtown, Keystone Robesonia, Redbud Media"
857,VAAN,"https://arcadianatives.com/, https://archewild.com/, https://bhwp.org/grow/native-plant-nursery/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://edgeofthewoodsnursery.com/, http://foxhillgardens.com, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.heartwoodnurseryinc.com, https://redbudnative.com/",10,"Arcadia Natives Washington, Archewild Quakertown, Bowman's New Hope, David Brothers Norristown, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, Heartwood Felton, Redbud Media",Vaccinium angustifolium,Lowbush Blueberry,"Lowbush Blueberry (Vaccinium angustifolium): Arcadia Natives Washington, Archewild Quakertown, Bowman's New Hope, David Brothers Norristown, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, Heartwood Felton, Redbud Media"
858,VAAR,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html, http://www.superiortrees.net",3,"GroWild, Overhill Gardens, Superior Trees",Vaccinium arboreum,Farkleberry,"Farkleberry (Vaccinium arboreum): GroWild, Overhill Gardens, Superior Trees"
859,VACO,"https://arcadianatives.com/, https://archewild.com/, https://bhwp.org/grow/native-plant-nursery/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://edgeofthewoodsnursery.com/, http://foxhillgardens.com, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.growildinc.com, https://www.heartwoodnurseryinc.com, http://www.hungryhookfarm.com/, https://www.overhillgardens.com/native-plants.html, http://www.perennialgardens.name, https://redbudnative.com/",14,"Arcadia Natives Washington, Archewild Quakertown, Bowman's New Hope, David Brothers Norristown, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Heartwood Felton, Hungry Hook Bainbridge, Overhill Gardens, Perennial Gardens New Bloomfield, Redbud Media",Vaccinium corymbosum,Highbush Blueberry,"Highbush Blueberry (Vaccinium corymbosum): Arcadia Natives Washington, Archewild Quakertown, Bowman's New Hope, David Brothers Norristown, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, GroWild, Heartwood Felton, Hungry Hook Bainbridge, Overhill Gardens, Perennial Gardens New Bloomfield, Redbud Media"
860,VADA,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",2,"GroWild, Overhill Gardens",Vaccinium darrowii,Darrow'S Blueberry,"Darrow'S Blueberry (Vaccinium darrowii): GroWild, Overhill Gardens"
861,VAMA,"https://arcadianatives.com/, https://bhwp.org/grow/native-plant-nursery/, https://brucenurseries.com/native-plants/, https://www.davidbrothers.com/native-plant-nursery-in-worcester-pennsylvania, https://edgeofthewoodsnursery.com/, http://foxhillgardens.com, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.gonativetrees.com/, https://www.heartwoodnurseryinc.com, https://hilltophollowfarm.com/, http://www.hungryhookfarm.com/, https://www.meadowsweetnative.com, https://www.musserforests.com/, https://redbudnative.com/",15,"Arcadia Natives Washington, Bowman's New Hope, Bruce Nursery, David Brothers Norristown, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, Go Native Trees, Heartwood Felton, Hilltop Hollow Farm, Hungry Hook Bainbridge, Meadowsweet Native York, Musser Forests Indiana, Redbud Media",Vaccinium macrocarpon,Cranberry,"Cranberry (Vaccinium macrocarpon): Arcadia Natives Washington, Bowman's New Hope, Bruce Nursery, David Brothers Norristown, Edge of the Woods Orefield, Fox Hill Gardens, Friendship Farms Latrobe, Gino's Newtown, Go Native Trees, Heartwood Felton, Hilltop Hollow Farm, Hungry Hook Bainbridge, Meadowsweet Native York, Musser Forests Indiana, Redbud Media"
862,VAMY3,http://www.superiortrees.net,1,Superior Trees,Vaccinium myrsinites,Shiny Blueberry,Shiny Blueberry (Vaccinium myrsinites): Superior Trees
863,VAST,http://www.superiortrees.net,1,Superior Trees,Vaccinium stamineum,Deerberry,Deerberry (Vaccinium stamineum): Superior Trees
864,VEAL,"https://archewild.com/, https://www.ginosnursery.com/, http://www.perennialgardens.name, http://ruffnermountain.org/, https://www.taitfarmfoodslocal.com",5,"Archewild Quakertown, Gino's Newtown, Perennial Gardens New Bloomfield, Ruffner Mountain Nature Preserve, Tait Farm",Verbesina alternifolia,Wingstem,"Wingstem (Verbesina alternifolia): Archewild Quakertown, Gino's Newtown, Perennial Gardens New Bloomfield, Ruffner Mountain Nature Preserve, Tait Farm"
865,VEAN,"http://ruffnermountain.org/, http://www.superiortrees.net",2,"Ruffner Mountain Nature Preserve, Superior Trees",Vernonia angustifolia,Tall Ironweed,"Tall Ironweed (Vernonia angustifolia): Ruffner Mountain Nature Preserve, Superior Trees"
866,VEAR3,"https://www.growildinc.com, https://www.overhillgardens.com/native-plants.html",2,"GroWild, Overhill Gardens",Vernonia arkansana,Arkansas Ironweed,"Arkansas Ironweed (Vernonia arkansana): GroWild, Overhill Gardens"
867,VEFA2,"https://calyxnativenursery.com/, https://www.diakon.org/wilderness-greenhouse/, https://edgeofthewoodsnursery.com/, http://foxhillgardens.com, https://www.ginosnursery.com/, https://www.growildinc.com, http://www.hungryhookfarm.com/, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, http://www.perennialgardens.name, www.facebook.com/recreativenatives/, http://ruffnermountain.org/, http://www.superiortrees.net, https://www.taitfarmfoodslocal.com",14,"Calyx Native Nursery, Diakon Boiling Springs, Edge of the Woods Orefield, Fox Hill Gardens, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Perennial Gardens New Bloomfield, Recreative Natives, Ruffner Mountain Nature Preserve, Superior Trees, Tait Farm",Vernonia fasciculata,Ironweed,"Ironweed (Vernonia fasciculata): Calyx Native Nursery, Diakon Boiling Springs, Edge of the Woods Orefield, Fox Hill Gardens, Gino's Newtown, GroWild, Hungry Hook Bainbridge, Keystone Robesonia, Overhill Gardens, Perennial Gardens New Bloomfield, Recreative Natives, Ruffner Mountain Nature Preserve, Superior Trees, Tait Farm"
868,VEGI,"https://archewild.com/, https://edgeofthewoodsnursery.com/, https://www.growildinc.com, https://www.keystonewildflowers.com/, https://www.overhillgardens.com/native-plants.html, http://ruffnermountain.org/, http://www.superiortrees.net",7,"Archewild Quakertown, Edge of the Woods Orefield, GroWild, Keystone Robesonia, Overhill Gardens, Ruffner Mountain Nature Preserve, Superior Trees",Vernonia gigantea,Giant Ironweed,"Giant Ironweed (Vernonia gigantea): Archewild Quakertown, Edge of the Woods Orefield, GroWild, Keystone Robesonia, Overhill Gardens, Ruffner Mountain Nature Preserve, Superior Trees"
869,VEGL,"https://www.diakon.org/wilderness-greenhouse/, https://www.ginosnursery.com/, https://redbudnative.com/",3,"Diakon Boiling Springs, Gino's Newtown, Redbud Media",Vernonia glauca,Broadleaf Ironweed,"Broadleaf Ironweed (Vernonia glauca): Diakon Boiling Springs, Gino's Newtown, Redbud Media"
870,VEHA2,"https://archewild.com/, https://bhwp.org/grow/native-plant-nursery/, https://www.diakon.org/wilderness-greenhouse/, https://edgeofthewoodsnursery.com/, http://friendshipfarms.com/native-plant-nursery/indigenous-sw-pa-plants/, https://www.ginosnursery.com/, https://www.keystonewildflowers.com/, www.facebook.com/recreativenatives/, https://redbudnative.com/",9,"Archewild Quakertown, Bowman's New Hope, Diakon Boiling Springs, Edge of the Woods Orefield, Friendship Farms Latrobe, Gino's Newtown, Keystone Robesonia, Recreative Natives, Redbud Media",Verbena hastata,Swamp Verbena,"Swamp Verbena (Verbena hastata): Archewild Quakertown, Bowman's New Hope, Diakon Boiling Springs, Edge of the Woods Orefield, Friendship Farms Latrobe, Gino's Newtown, Keystone Robesonia, Recreative Natives, Redbud Media"
